frame_id,scenario,timestamp,detection_latency_ms,fps,object_count
1,S6,2026-06-09T15:06:50.140Z,15.62,35.6,1
2,S6,2026-06-09T15:06:50.169Z,28.12,35.6,1
3,S6,2026-06-09T15:06:50.198Z,23.29,35.6,1
4,S6,2026-06-09T15:06:50.231Z,23.65,35.6,1
5,S6,2026-06-09T15:06:50.264Z,23.73,35.6,1
6,S6,2026-06-09T15:06:50.286Z,13.23,35.6,1
7,S6,2026-06-09T15:06:50.314Z,24.86,35.6,1
8,S6,2026-06-09T15:06:50.348Z,24.74,35.6,1
9,S6,2026-06-09T15:06:50.369Z,12.66,35.6,1
10,S6,2026-06-09T15:06:50.386Z,11.81,35.6,1
11,S6,2026-06-09T15:06:50.414Z,23.78,35.6,1
12,S6,2026-06-09T15:06:50.436Z,13.02,35.6,1
13,S6,2026-06-09T15:06:50.464Z,23.78,35.6,1
14,S6,2026-06-09T15:06:50.498Z,23.72,35.6,1
15,S6,2026-06-09T15:06:50.531Z,23.74,35.6,1
16,S6,2026-06-09T15:06:50.552Z,12.69,35.6,1
17,S6,2026-06-09T15:06:50.581Z,24.98,35.6,1
18,S6,2026-06-09T15:06:50.602Z,12.84,35.6,1
19,S6,2026-06-09T15:06:50.631Z,24.87,35.6,1
20,S6,2026-06-09T15:06:50.664Z,24.85,35.6,1
21,S6,2026-06-09T15:06:50.686Z,11.82,35.6,1
22,S6,2026-06-09T15:06:50.702Z,13.05,35.6,1
23,S6,2026-06-09T15:06:50.731Z,24.20,35.6,1
24,S6,2026-06-09T15:06:50.752Z,12.56,35.6,1
25,S6,2026-06-09T15:06:50.769Z,13.05,35.6,1
26,S6,2026-06-09T15:06:50.786Z,12.01,35.6,1
27,S6,2026-06-09T15:06:50.802Z,13.22,35.6,1
28,S6,2026-06-09T15:06:50.819Z,12.59,35.6,1
29,S6,2026-06-09T15:06:50.835Z,13.52,35.6,1
30,S6,2026-06-09T15:06:50.852Z,12.06,35.6,1
31,S6,2026-06-09T15:06:50.869Z,12.44,35.6,1
32,S6,2026-06-09T15:06:50.885Z,11.32,35.6,1
33,S6,2026-06-09T15:06:50.902Z,13.38,35.6,1
34,S6,2026-06-09T15:06:50.918Z,13.09,35.6,1
35,S6,2026-06-09T15:06:50.935Z,13.44,35.6,1
36,S6,2026-06-09T15:06:50.952Z,12.30,35.6,1
37,S6,2026-06-09T15:06:50.968Z,13.07,35.6,1
38,S6,2026-06-09T15:06:50.985Z,13.47,35.6,1
39,S6,2026-06-09T15:06:51.002Z,12.23,35.6,1
40,S6,2026-06-09T15:06:51.019Z,13.35,35.6,1
41,S6,2026-06-09T15:06:51.035Z,13.25,35.6,1
42,S6,2026-06-09T15:06:51.052Z,13.12,35.6,1
43,S6,2026-06-09T15:06:51.081Z,25.39,44.3,1
44,S6,2026-06-09T15:06:51.102Z,11.73,44.3,1
45,S6,2026-06-09T15:06:51.131Z,24.84,44.3,1
46,S6,2026-06-09T15:06:51.152Z,13.30,44.3,1
47,S6,2026-06-09T15:06:51.169Z,12.49,44.3,1
48,S6,2026-06-09T15:06:51.185Z,13.30,44.3,1
49,S6,2026-06-09T15:06:51.202Z,13.20,44.3,1
50,S6,2026-06-09T15:06:51.218Z,13.07,44.3,1
51,S6,2026-06-09T15:06:51.235Z,12.22,44.3,1
52,S6,2026-06-09T15:06:51.265Z,23.72,44.3,1
53,S6,2026-06-09T15:06:51.286Z,12.68,44.3,1
54,S6,2026-06-09T15:06:51.302Z,13.36,44.3,1
55,S6,2026-06-09T15:06:51.318Z,13.03,44.3,1
56,S6,2026-06-09T15:06:51.335Z,12.66,44.3,1
57,S6,2026-06-09T15:06:51.365Z,25.03,44.3,1
58,S6,2026-06-09T15:06:51.385Z,12.29,44.3,1
59,S6,2026-06-09T15:06:51.402Z,12.37,44.3,1
60,S6,2026-06-09T15:06:51.419Z,13.20,44.3,1
61,S6,2026-06-09T15:06:51.435Z,12.97,44.3,1
62,S6,2026-06-09T15:06:51.465Z,24.75,44.3,1
63,S6,2026-06-09T15:06:51.486Z,12.71,44.3,1
64,S6,2026-06-09T15:06:51.515Z,23.97,44.3,1
65,S6,2026-06-09T15:06:51.535Z,13.42,44.3,1
